File: Traces/Traces/Spec_Benchmark/008.espresso.din assoc: 2
Time: 1.23731000
Energy: 3.311377590000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 2
Time: 1.135510500
Energy: 3.978986305000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,673.6750000
L1i,700500,7768,0,0,0,354.134000,921.889250000
L2,700500,7768,0,0,0,354.134000,921.889250000
DRAM,2339,0,201,0,0,106.424500,1.335719300000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 4
Time: 1.128779000
Energy: 3.935619090000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,8,0,0,100.327500,1.305738455000
File: Traces/Traces/Spec_Benchmark/094.fpppp.din assoc: 8
Time: 1.128779000
Energy: 3.935614010000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,202661,2908,96839,2467,0,105.251500,669.641000000
L1i,700500,7768,0,0,0,354.134000,918.523500000
L2,700500,7768,0,0,0,354.134000,918.523500000
DRAM,2205,0,0,0,0,100.327500,1.305733375000
