File: Traces/Traces/Spec_Benchmark/008.espresso.din assoc: 2
Time: 1.23731000
Energy: 3.311377590000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 8
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 2
Time: 1.52484000
Energy: 3.502050860000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,3,0,0,64.655500,1.101513440000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 4
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 8
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 2
Time: 1.52484000
Energy: 3.502050860000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,3,0,0,64.655500,1.101513440000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 4
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 8
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 2
Time: 1.52484000
Energy: 3.502050860000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,3,0,0,64.655500,1.101513440000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 4
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 8
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 2
Time: 1.52484000
Energy: 3.502050860000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,3,0,0,64.655500,1.101513440000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 4
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/034.mdljdp2.din assoc: 8
Time: 1.52484000
Energy: 3.502048955000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,168091,773,63366,664,0,85.96000,611.338000000
L1i,768543,1120,0,0,0,384.831500,911.73500000
L2,768543,1120,0,0,0,384.831500,911.73500000
DRAM,1421,0,0,0,0,64.655500,1.101511535000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 2
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 4
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/039.wave5.din assoc: 8
Time: 1.17263500
Energy: 3.271386315000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,123995,77,48405,292,0,62.328000,570.959750000
L1i,827600,465,0,0,0,414.32500,922.664250000
L2,827600,465,0,0,0,414.32500,922.664250000
DRAM,743,0,0,0,0,33.806500,949.508605000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
L1i,615544,88,0,0,0,307.816000,1.19440250000
L2,615544,88,0,0,0,307.816000,1.19440250000
DRAM,8641,0,4463,0,0,393.165500,2.719581840000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 8
Time: 1.422598500
Energy: 5.893800290000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,847.841250000
L1i,615544,88,0,0,0,307.816000,1.19115250000
L2,615544,88,0,0,0,307.816000,1.19115250000
DRAM,8628,0,4456,0,0,392.574000,2.716683140000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 2
Time: 1.425698500
Energy: 5.913774990000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,849.391250000
L1i,615544,88,0,0,0,307.816000,1.20665250000
L2,615544,88,0,0,0,307.816000,1.20665250000
DRAM,8690,0,4508,0,0,395.395000,2.730519530000
File: Traces/Traces/Spec_Benchmark/047.tomcatv.din assoc: 4
Time: 1.423248500
Energy: 5.897986055000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,253723,1281,130733,9040,0,136.542000,848.166250000
